continent,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Australia,1947,AUS,7761706,80493518848,0.443,0.057,38.014,2.593,7.32,4.898,0.472,,37.571,4.84,,,,5.789,1209.241,1201.543,,,,,,,,,,,,,,,,,,,,,,1.03,0.74,1.04,0.8,0.57,0.65,,,,,,,,,,,,
Australia,1948,AUS,7887223,85675073536,0.509,0.064,38.42,0.406,1.07,4.871,0.448,,37.911,4.807,,,,6.298,1247.661,1239.454,,,,,,,,,,,,,,,,,,,,,,0.99,0.71,1.02,0.82,0.57,0.65,,,,,,,,,,,,
Australia,1949,AUS,8025619,91353587712,0.531,0.066,37.647,-0.773,-2.01,4.691,0.412,,37.116,4.625,,,,6.829,1285.308,1276.571,,,,,,,,,,,,,,,,,,,,,,0.91,0.72,1.05,0.82,0.57,0.66,,,,,,,,,,,,
Australia,1950,AUS,8177348,97678589952,0.632,0.077,54.739,17.092,45.4,6.694,0.56,,44.071,5.389,,,,7.461,1340.047,1320.641,,,11.945,,,,,,,,,,,,,,10.036,1.227,,,,0.95,0.91,1.14,0.83,0.58,0.67,,,0.04,,,,0.61,,,,,
Australia,1951,AUS,8398224,1.01838E+11,0.611,0.073,59.029,4.291,7.84,7.029,0.58,,46.097,5.489,,,,8.072,1399.076,1366.738,,,24.267,,,,,,,,,,,,,,12.322,1.467,,,,0.81,0.93,1.14,0.83,0.59,0.68,,,0.08,,,,0.71,,,,,
Australia,1952,AUS,8595064,1.02765E+11,0.672,0.078,60.201,1.172,1.99,7.004,0.586,,47.027,5.471,,,,8.744,1459.278,1413.766,,,36.768,,,,,,,,,,,,,,12.502,1.454,,,,0.83,0.93,1.17,0.83,0.6,0.69,,,0.12,,,,0.68,,,,,
Australia,1953,AUS,8782177,1.05967E+11,0.789,0.09,59.435,-0.767,-1.27,6.768,0.561,,48.232,5.492,,,,9.533,1518.712,1461.998,,,47.182,,,,,,,,,,,,,,10.414,1.186,,,,0.88,0.89,1.19,0.83,0.61,0.7,,,0.14,,,,0.53,,,,,
Australia,1954,AUS,8970121,1.12566E+11,0.945,0.105,67.839,8.404,14.14,7.563,0.603,,51.135,5.701,,,,10.478,1586.551,1513.133,,,62.941,,,,,,,,,,,,,,15.759,1.757,,,,0.97,1,1.27,0.84,0.62,0.71,,,0.18,,,,0.76,,,,,
Australia,1955,AUS,9165700,1.187E+11,0.985,0.108,70.674,2.836,4.18,7.711,0.595,,51.248,5.591,,,,11.462,1657.225,1564.381,,,81.382,,,,,,,,,,,,,,18.441,2.012,,,,0.92,0.95,1.17,0.85,0.63,0.72,,,0.22,,,,0.8,,,,,
Australia,1956,AUS,9371781,1.22786E+11,1.058,0.113,73.03,2.355,3.33,7.793,0.595,,51.245,5.468,,,,12.52,1730.255,1615.626,,,102.109,,,,,,,,,,,,,,20.727,2.212,,,,0.91,0.92,1.11,0.86,0.64,0.73,,,0.26,,,,0.83,,,,,
Australia,1957,AUS,9587459,1.25244E+11,1.148,0.12,74.516,1.487,2.04,7.772,0.595,,51.626,5.385,,,,13.669,1804.771,1667.251,,,123.851,,,,,,,,,,,,,,21.742,2.268,,,,0.94,0.91,1.1,0.86,0.64,0.74,,,0.29,,,,0.83,,,,,
Australia,1958,AUS,9808595,1.31258E+11,1.214,0.124,77.608,3.092,4.15,7.912,0.591,,52.655,5.368,,,,14.882,1882.379,1719.907,,,147.59,,,,,,,,,,,,,,23.739,2.42,,,,0.94,0.92,1.11,0.87,0.65,0.74,,,0.33,,,,0.87,,,,,
Australia,1959,AUS,10028799,1.39342E+11,1.294,0.129,83.708,6.1,7.86,8.347,0.601,,56.689,5.653,,,,16.176,1966.087,1776.596,,,173.315,,,,,,,,,,,,,,25.725,2.565,,,,0.89,0.95,1.15,0.87,0.66,0.75,,,0.36,,,,0.89,,,,,
Australia,1960,AUS,10242070,1.45193E+11,1.381,0.135,88.119,4.411,5.27,8.604,0.607,,58.928,5.753,,,,17.557,2054.206,1835.524,,,201.125,,,,,,,,,,,,,,27.81,2.715,,,,0.88,0.94,1.14,0.87,0.67,0.76,,,0.39,,,,0.89,,,,,
Australia,1961,AUS,10445836,1.46189E+11,1.414,0.135,90.504,2.385,2.71,8.664,0.619,,59.975,5.741,,,,18.971,2144.71,1895.499,,,230.24,,,,,,,,,,,,,,29.115,2.787,,,,0.86,0.96,1.21,0.87,0.68,0.77,,,0.42,,,,0.88,,,,,
Australia,1962,AUS,10643420,1.55329E+11,1.45,0.136,94.823,4.32,4.77,8.909,0.61,,61.486,5.777,,,,20.421,2239.533,1956.985,,0.004,262.124,,,,,,0.004,0,,,,,,,31.884,2.996,,,,0.82,0.97,1.25,0.87,0.69,0.78,,0,0.45,,,0,0.9,,,,,
Australia,1963,AUS,10845179,1.64835E+11,1.541,0.142,100.934,6.111,6.44,9.307,0.612,,63.728,5.876,,,,21.962,2340.468,2020.713,,0.011,297.782,,,,,,0.007,0.001,,,,,,,35.658,3.288,,,,0.83,0.98,1.25,0.86,0.7,0.79,,0,0.48,,,0,0.94,,,,,
Australia,1964,AUS,11065419,1.76116E+11,1.792,0.162,108.876,7.942,7.87,9.839,0.618,,67.133,6.067,,,,23.754,2449.344,2087.846,,0.018,337.726,,,,,,0.007,0.001,,,,,,,39.944,3.61,,,,0.87,1.01,1.29,0.86,0.71,0.8,,0,0.51,,,0,0.97,,,,,
Australia,1965,AUS,11313186,1.85112E+11,1.879,0.166,120.853,11.977,11,10.682,0.653,0.285,71.06,6.281,,,,25.633,2570.196,2158.905,,0.026,385.633,,37633.965,2.3,,,0.007,0.001,,,,,,,47.907,4.235,,,425.76,0.87,1.07,1.34,0.86,0.72,0.81,,0,0.55,,,0,1.09,,,,,
Australia,1966,AUS,11593402,1.90258E+11,1.817,0.157,120.219,-0.633,-0.52,10.37,0.632,0.27,71.4,6.159,,,,27.45,2690.416,2230.306,,0.033,432.627,,38478.914,2.345,,,0.007,0.001,,,,,,,46.994,4.054,,,446.102,0.78,1.01,1.33,0.86,0.73,0.82,,0,0.58,,,0,0.99,,,,,
Australia,1967,AUS,11899644,2.03111E+11,1.89,0.159,129.144,8.925,7.42,10.853,0.636,0.274,75.405,6.337,,,,29.34,2819.56,2305.711,,0.04,484.469,,39756.906,2.329,,,0.007,0.001,,,,,,,51.842,4.357,,,473.093,0.79,1.05,1.43,0.85,0.74,0.83,,0,0.6,,,0,1.02,,,,,
Australia,1968,AUS,12215704,2.15047E+11,1.941,0.159,134.497,5.353,4.14,11.01,0.625,0.269,76.585,6.269,,,,31.28,2954.057,2382.296,,0.051,540.429,,41069.574,2.333,,,0.011,0.001,,,,,,,55.96,4.581,,,501.694,0.76,1.04,1.44,0.85,0.75,0.84,,0,0.63,,,0,1.01,,,,,
Australia,1969,AUS,12518931,2.28127E+11,2.13,0.17,142.124,7.627,5.67,11.353,0.623,0.273,77.977,6.229,,,,33.41,3096.18,2460.273,,0.539,601.959,,41731.062,2.29,,,0.487,0.039,,,,,,,61.53,4.915,,,522.428,0.79,1.03,1.41,0.84,0.76,0.85,,0,0.66,,,0.03,1.03,,,,,
Australia,1970,AUS,12793030,2.42645E+11,2.228,0.174,147.48,5.356,3.77,11.528,0.608,0.26,74.293,5.807,,,,35.638,3243.66,2534.566,,3.294,670.163,,44563.457,2.35,,,2.755,0.215,,,,,,,68.204,5.331,,,570.102,0.77,0.99,1.3,0.84,0.76,0.86,,0.01,0.68,,,0.15,1,,,,,
Australia,1971,AUS,13033130,2.5344E+11,2.314,0.178,152.63,5.15,3.49,11.711,0.602,0.256,74.262,5.698,,,,37.952,3396.29,2608.828,,7.394,742.116,,45945.035,2.363,,,4.1,0.315,,,,,,,71.954,5.521,,,598.808,0.78,0.98,1.3,0.83,0.77,0.87,,0.03,0.7,,,0.21,1,,,,,
Australia,1972,AUS,13244163,2.60536E+11,2.437,0.184,157.337,4.707,3.08,11.88,0.604,0.252,77.737,5.87,,,,40.39,3553.627,2686.565,,13.238,813.434,,47273.281,2.403,,,5.844,0.441,,,,,,,71.318,5.385,,,626.095,0.77,0.97,1.37,0.83,0.78,0.88,,0.05,0.72,,,0.28,0.92,,,,,
Australia,1973,AUS,13431790,2.74659E+11,2.593,0.193,170.829,13.493,8.58,12.718,0.622,0.256,79.714,5.935,,,,42.983,3724.457,2766.279,,19.723,895.471,,49833.707,2.437,,,6.485,0.483,,,,,,,82.037,6.108,,,669.356,0.77,1,1.36,0.83,0.79,0.89,,0.07,0.73,,,0.3,0.99,,,,,
Australia,1974,AUS,13605574,2.81474E+11,2.571,0.189,172.192,1.363,0.8,12.656,0.612,0.243,85.203,6.262,,,,45.553,3896.648,2851.482,,27.432,972.18,,52324.223,2.529,,,7.709,0.567,,,,,,,76.71,5.638,,,711.901,0.77,1.01,1.45,0.82,0.8,0.9,,0.09,0.75,,,0.35,0.94,,,,,
Australia,1975,AUS,13773290,2.89103E+11,2.476,0.18,175.717,3.525,2.05,12.758,0.608,0.244,86.943,6.312,,,,48.029,4072.365,2938.425,,35.801,1050.11,,52558.266,2.504,,,8.369,0.608,,,,,,,77.93,5.658,,,723.9,0.74,1.03,1.45,0.82,0.8,0.91,,0.1,0.76,,,0.38,0.96,,,,,
Australia,1976,AUS,13935722,3.00756E+11,2.497,0.179,174.078,-1.639,-0.93,12.491,0.579,0.233,88.87,6.377,,,,50.526,4246.443,3027.295,,45.06,1123.562,,53753.094,2.491,,,9.259,0.664,,,,,,,73.452,5.271,,,749.088,0.72,0.97,1.41,0.81,0.81,0.92,,0.12,0.77,,,0.39,0.86,,,,,
Australia,1977,AUS,14092545,3.03888E+11,2.478,0.176,187.609,13.531,7.77,13.313,0.617,0.24,96.182,6.825,,,,53.004,4434.052,3123.477,,56.111,1201.46,,55771.934,2.586,,,11.051,0.784,,,,,,,77.898,5.528,,,785.969,0.68,1.01,1.5,0.81,0.82,0.93,,0.14,0.77,,,0.46,0.88,,,,,
Australia,1978,AUS,14249403,3.12728E+11,2.463,0.173,201.825,14.216,7.58,14.164,0.645,0.25,104.08,7.304,,,,55.467,4635.877,3227.557,,69.913,1282.941,,56930.168,2.594,,,13.802,0.969,,,,,,,81.48,5.718,,,811.221,0.64,1.06,1.58,0.8,0.82,0.94,,0.17,0.78,,,0.55,0.89,,,,,
Australia,1979,AUS,14413002,3.29194E+11,2.586,0.179,204.875,3.05,1.51,14.215,0.622,0.244,107.315,7.446,,,,58.052,4840.752,3334.872,,85.199,1362.629,,58370.312,2.556,,,15.286,1.061,,,,,,,79.688,5.529,,,841.291,0.66,1.04,1.57,0.79,0.83,0.95,,0.19,0.78,,,0.58,0.86,,,,,
Australia,1980,AUS,14588400,3.35756E+11,2.658,0.182,220.537,15.662,7.64,15.117,0.657,0.262,117.986,8.088,,,,60.71,5061.29,3452.858,,102.87,1444.851,,57871.113,2.514,,,17.671,1.211,,,,,,,82.222,5.636,,,844.247,0.67,1.13,1.67,0.78,0.84,0.97,,0.22,0.79,,,0.65,0.92,,,,,
Australia,1981,AUS,14777241,3.48727E+11,2.961,0.2,230.14,9.603,4.35,15.574,0.66,0.269,121.143,8.198,,,,63.671,5291.43,3574.001,,123.231,1530.527,,58048.312,2.46,,,20.361,1.378,,,,,,,85.675,5.798,,,857.794,0.75,1.21,1.72,0.78,0.85,0.98,,0.25,0.8,,,0.74,1,,,,,
Australia,1982,AUS,14979203,3.48301E+11,2.83,0.189,233.897,3.756,1.63,15.615,0.672,0.276,123.473,8.243,,,,66.502,5525.327,3697.474,,145.761,1615.59,,56739.969,2.44,,,22.53,1.504,,,,,,,85.063,5.679,,,849.919,0.72,1.24,1.72,0.78,0.86,1,,0.28,0.81,,,0.83,1.02,,,,,
Australia,1983,AUS,15194644,3.48354E+11,2.384,0.157,224.792,-9.104,-3.89,14.794,0.645,0.275,122.29,8.048,,,,68.886,5750.119,3819.763,0.44,168.551,1692.479,,54028.195,2.357,0.44,0.029,22.79,1.5,,,,,,,76.889,5.06,,,820.939,0.59,1.18,1.66,0.77,0.87,1.01,0.01,0.31,0.81,,0.21,0.83,0.93,,,,,
Australia,1984,AUS,15423156,3.7238E+11,2.691,0.175,236.37,11.578,5.15,15.326,0.635,0.278,127.947,8.296,,,,71.577,5986.489,3947.71,0.714,192.602,1773.886,,55268.848,2.289,0.275,0.018,24.05,1.559,,,,,,,81.407,5.278,,,852.42,0.65,1.2,1.66,0.76,0.88,1.02,0.01,0.33,0.82,,0.15,0.81,0.98,,,,,
Australia,1985,AUS,15663672,3.91229E+11,2.901,0.185,240.998,4.628,1.96,15.386,0.616,0.275,135.689,8.663,,,,74.477,6227.488,4083.399,1.066,222.749,1845.795,,56025.812,2.243,0.352,0.023,30.147,1.925,,,,,,,71.91,4.591,,,877.57,0.7,1.19,1.65,0.76,0.89,1.04,0.01,0.36,0.82,,0.19,0.98,0.86,,,,,
Australia,1986,AUS,15917580,3.99344E+11,2.918,0.183,239.733,-1.265,-0.52,15.061,0.6,0.269,134.458,8.447,,,,77.396,6467.221,4217.857,1.385,250.841,1919.742,,56221.168,2.241,0.319,0.02,28.092,1.765,,,,,,,73.947,4.646,,,894.905,0.67,1.16,1.61,0.76,0.9,1.05,0.02,0.39,0.82,,0.19,0.93,0.86,,,,,
Australia,1987,AUS,16183159,4.19094E+11,2.888,0.178,255.862,16.129,6.73,15.81,0.61,0.279,147.394,9.108,,,,80.284,6723.083,4365.251,1.641,279.813,1996.094,,56922.246,2.198,0.256,0.016,28.972,1.79,,,,,,,76.352,4.718,,,921.182,0.64,1.2,1.71,0.75,0.91,1.06,0.02,0.41,0.82,,0.16,0.89,0.88,,,,,
Australia,1988,AUS,16452258,4.37913E+11,3.148,0.191,260.892,5.03,1.97,15.858,0.596,0.272,150.502,9.148,,,,83.432,6983.976,4515.753,1.99,309.498,2073.302,,58560.391,2.2,0.348,0.021,29.686,1.804,,,,,,,77.208,4.693,,,963.451,0.66,1.18,1.68,0.75,0.92,1.08,0.03,0.44,0.83,,0.19,0.86,0.86,,,,,
Australia,1989,AUS,16713988,4.57176E+11,3.393,0.203,277.501,16.609,6.37,16.603,0.607,0.275,161.791,9.68,,,,86.826,7261.477,4677.544,2.524,339.844,2154.738,,60553.102,2.214,0.535,0.032,30.345,1.816,,,,,,,81.436,4.872,,,1012.084,0.69,1.24,1.81,0.75,0.93,1.09,0.03,0.46,0.83,,0.35,0.85,0.89,,,,,
Australia,1990,AUS,16960600,4.64137E+11,3.478,0.205,279.365,1.864,0.67,16.471,0.602,0.271,142.497,8.402,245.907,14.499,0.53,90.304,7540.841,4820.041,9.829,374.449,2243.966,2.252,60909.371,2.226,7.304,0.431,34.606,2.04,28.714,31.92,141.07,8.318,80.09,4.722,89.229,5.261,0.133,2.252,1033.059,0.7,1.23,1.64,0.74,0.93,1.1,0.12,0.48,0.83,0.12,2.89,0.9,0.97,1.01,541.39,487,-33.458,-11.98
Australia,1991,AUS,17189234,4.61004E+11,3.21,0.187,281.872,2.507,0.9,16.398,0.611,0.276,147.307,8.57,247.517,14.399,0.537,93.513,7822.713,4967.348,16.889,407.51,2332.952,4.5,59648.145,2.224,7.06,0.411,33.061,1.923,28.331,31.495,140.91,8.198,79.09,4.601,88.986,5.177,0.131,2.248,1025.306,0.63,1.21,1.71,0.74,0.94,1.11,0.2,0.5,0.84,0.22,2.64,0.84,0.92,1.04,541.38,486.99,-34.355,-12.19
Australia,1992,AUS,17402180,4.77843E+11,2.942,0.169,286.332,4.461,1.58,16.454,0.599,0.276,151.004,8.677,249.781,14.353,0.523,96.455,8109.045,5118.353,24.239,441.697,2421.427,6.875,59888.371,2.181,7.35,0.422,34.186,1.964,28.022,31.148,138.9,7.982,78.2,4.494,88.475,5.084,0.137,2.375,1042.188,0.55,1.27,1.79,0.73,0.95,1.13,0.28,0.51,0.84,0.3,3.1,0.86,0.96,1.1,542.04,487.65,-36.551,-12.77
