country,year,population,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
World,1878,1406939006,0,0,704.382,5.283,0.76,0.501,0,0,694.332,0.493,0,0,0,0,17004.613,16935.887,0,0,68.727,0,0,0,0,0,0,0,0,0,0,0,0,0,10.05,0.007,0,0,0,0,100,100,0,100,100,0,0,100,0,0,0,100,0,0,0,0,0
World,1879,1415456507,0,0,754.87,50.488,7.17,0.533,0,0,742.2,0.524,0,0,0,0,17759.482,17678.086,0,0,81.396,0,0,0,0,0,0,0,0,0,0,0,0,0,12.67,0.009,0,0,0,0,100,100,0,100,100,0,0,100,0,0,0,100,0,0,0,0,0
World,1880,1425998659,0,0,853.707,98.838,13.09,0.599,0,0,838.331,0.588,0,0,0,0,18613.189,18516.416,0,0,96.772,0,0,0,0,0,0,0,0,0,0,0,0,0,15.376,0.011,0,0,0,100,100,100,100,100,100,0,0,100,0,0,0,100,0,0,0,0,0
World,1881,1434253944,0,0,882.407,28.7,3.36,0.615,0,0,865.153,0.603,0,0,0,0,19495.596,19381.57,0,0,114.026,0,0,0,0,0,0,0,0,0,0,0,0,0,17.254,0.012,0,0,0,100,100,100,100,100,100,0,0,100,0,0,0,100,0,0,0,0,0
World,1882,1444559322,0,0,931.925,49.517,5.61,0.645,0,0,912.808,0.632,0,0,0,0.001,20427.521,20294.377,0,0.165,132.978,0,0,0,0,0,0.165,0,0,0,0,0,0,0,18.952,0.013,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1883,1455464560,0,0,991.036,59.111,6.34,0.681,0,0,974.138,0.669,0,0,0,0.001,21418.557,21268.518,0,0.546,149.495,0,0,0,0,0,0.381,0,0,0,0,0,0,0,16.516,0.011,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1884,1466507494,0,0,1002.178,11.142,1.12,0.683,0,0,982.67,0.67,0,0,0,0.001,22420.736,22251.186,0,1.718,167.829,0,0,0,0,0,1.172,0.001,0,0,0,0,0,0,18.334,0.013,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1885,1477744363,0,0,1009.675,7.497,0.75,0.683,0,0,986.989,0.668,0,0,0,0.002,23430.41,23238.174,0,5.434,186.799,0,0,0,0,0,3.715,0.002,0,0,0,0,0,0,18.97,0.013,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1886,1489095893,0,0,1025.479,15.804,1.57,0.689,0,0,995.967,0.669,0,0,0,0.002,24455.889,24234.143,0,13.11,208.634,0,0,0,0,0,7.676,0.005,0,0,0,0,0,0,21.835,0.015,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1887,1500609770,0.001,0,1076.762,51.283,5,0.717,0,0,1041.484,0.694,0,0,0,0.003,25532.648,25275.627,0,24.897,232.124,0,0,0,0,0,11.787,0.008,0,0,0,0,0,0,23.49,0.016,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1888,1512259811,0.001,0,1192.276,115.514,10.73,0.788,0,0,1150.913,0.761,0,0,0,0.003,26724.926,26426.539,0,41.671,256.713,0,0,0,0,0,16.774,0.011,0,0,0,0,0,0,24.589,0.016,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1889,1523683199,0.001,0,1191.804,-0.472,-0.04,0.782,0,0,1151.16,0.756,0,0,0,0.004,27916.73,27577.701,0,53.897,285.13,0,0,0,0,0,12.227,0.008,0,0,0,0,0,0,28.417,0.019,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1890,1536461994,0.001,0,1298.464,106.659,8.95,0.845,0,0,1252.114,0.815,0,0,0,0.004,29215.195,28829.812,0,65.585,319.791,0,0,0,0,0,11.688,0.008,0,0,0,0,0,0,34.661,0.023,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1891,1545852788,0.001,0,1358.88,60.416,4.65,0.879,0,0,1309.093,0.847,0,0,0,0.005,30574.074,30138.906,0,74.533,360.629,0,0,0,0,0,8.947,0.006,0,0,0,0,0,0,40.839,0.026,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1892,1556562451,0.001,0,1370.094,11.215,0.83,0.88,0,0,1322.104,0.849,0,0,0,0.006,31944.17,31461.012,0,82.308,400.844,0,0,0,0,0,7.775,0.005,0,0,0,0,0,0,40.215,0.026,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1893,1567026235,0.001,0,1353.675,-16.419,-1.2,0.864,0,0,1303.831,0.832,0,0,0,0.006,33297.844,32764.842,0,89.596,443.4,0,0,0,0,0,7.288,0.005,0,0,0,0,0,0,42.556,0.027,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1894,1577633469,0.001,0,1400.865,47.19,3.49,0.888,0,0,1352.451,0.857,0,0,0,0.007,34698.707,34117.293,0,96.294,485.116,0,0,0,0,0,6.698,0.004,0,0,0,0,0,0,41.715,0.026,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1895,1588397643,0.001,0,1485.281,84.417,6.03,0.935,0,0,1429.692,0.9,0,0,0,0.008,36183.988,35546.984,0,103.336,533.662,0,0,0,0,0,7.042,0.004,0,0,0,0,0,0,48.547,0.031,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1896,1599255683,0.001,0,1533.711,48.43,3.26,0.959,0,0,1474.282,0.922,0,0,0,0.009,37717.699,37021.266,0,110.184,586.242,0,0,0,0,0,6.848,0.004,0,0,0,0,0,0,52.58,0.033,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1897,1610265238,0.001,0,1606.311,72.6,4.73,0.998,0,0,1543.48,0.959,0,0,0,0.01,39324.012,38564.746,0,117.471,641.784,0,0,0,0,0,7.288,0.004,0,0,0,0,0,0,55.542,0.034,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1898,1621405678,0.001,0,1694.277,87.967,5.48,1.045,0,0,1628.631,1.005,0,0,0,0.011,41018.289,40193.375,0,125.931,698.969,0,0,0,0,0,8.46,0.005,0,0,0,0,0,0,57.185,0.035,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1899,1633219852,0.001,0,1850.906,156.629,9.24,1.133,0,0,1779.948,1.09,0,0,0,0.012,42869.195,41973.324,0,136.836,759.021,0,0,0,0,0,10.904,0.007,0,0,0,0,0,0,60.052,0.037,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1900,1647405028,0.001,0,1952.225,101.319,5.47,1.185,0.573,0,1873.352,1.137,0,0,0,0.013,44821.418,43846.676,0,148.377,826.35,0,0,0,0,0,11.542,0.007,0,0,0,0,0,0,67.33,0.041,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1901,1658785643,0.002,0,2016.761,64.536,3.31,1.216,0,0,1929.136,1.163,0,0,0,0.015,46838.184,45775.816,0,161.238,901.114,0,0,0,0,0,12.861,0.008,0,0,0,0,0,0,74.763,0.045,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1902,1672564382,0.002,0,2067.798,51.037,2.53,1.236,0,0,1973.277,1.18,0,0,0,0.017,48905.977,47749.09,0,174.934,981.936,0,0,0,0,0,13.696,0.008,0,0,0,0,0,0,80.822,0.048,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1903,1687012805,0.003,0,2256.077,188.28,9.11,1.337,0,0,2155.965,1.278,0,0,0,0.02,51162.055,49905.055,0,189.462,1067.518,0,0,0,0,0,14.528,0.009,0,0,0,0,0,0,85.582,0.051,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1904,1701647404,0.003,0,2281.857,25.78,1.14,1.341,0,0,2168.744,1.275,0,0,0,0.022,53443.91,52073.801,0,204.627,1163.63,0,0,0,0,0,15.165,0.009,0,0,0,0,0,0,96.112,0.056,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1905,1716473051,0.003,0,2429.631,147.774,6.48,1.416,0,0,2313.423,1.348,0,0,0,0.026,55873.543,54387.223,0,221.796,1260.685,0,0,0,0,0,17.17,0.01,0,0,0,0,0,0,97.055,0.056,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1906,1731494784,0.004,0,2551.87,122.238,5.03,1.474,0,0,2432.774,1.405,0,0,0,0.03,58425.414,56820,0,240.823,1358.621,0,0,0,0,0,19.027,0.011,0,0,0,0,0,0,97.937,0.057,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1907,1746736854,0.005,0,2885.281,333.412,13.07,1.652,0,0,2743.876,1.571,0,0,0,0.035,61310.691,59563.871,0,260.701,1478.091,0,0,0,0,0,19.877,0.011,0,0,0,0,0,0,119.47,0.068,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1908,1762200207,0.115,0,2776.432,-108.85,-3.77,1.576,0,0,2625.993,1.49,0,0,0,0.15,64087.125,62189.867,0,280.376,1606.904,0,0,0,0,0,19.676,0.011,0,0,0,0,0,0,128.813,0.073,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1909,1777067748,0.116,0,2887.083,110.651,3.99,1.625,0,0,2726.692,1.534,0,0,0,0.266,66974.211,64916.559,0,303.899,1741.309,0,0,0,0,0,23.523,0.013,0,0,0,0,0,0,134.405,0.076,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1910,1793323600,0.135,0,3027.589,140.506,4.87,1.688,0,0,2856.301,1.593,0,0,0,0.401,70001.797,67772.859,0,328.814,1885.2,0,0,0,0,0,24.915,0.014,0,0,0,0,0,0,143.89,0.08,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1911,1804920684,0.148,0,3082.462,54.873,1.81,1.708,0,0,2901.717,1.608,0,0,0,0.549,73084.258,70674.578,0,354.532,2037.806,0,0,0,0,0,25.718,0.014,0,0,0,0,0,0,152.606,0.084,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1912,1817990952,0.177,0,3228.332,145.87,4.73,1.776,0,0,3040.658,1.673,0,0,0,0.726,76312.594,73715.234,0,382.847,2194.641,0,0,0,0,0,28.315,0.016,0,0,0,0,0,0,156.835,0.086,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1913,1830461187,0.203,0,3492.411,264.079,8.18,1.908,0,0,3278.526,1.791,0,0,0,0.929,79805.008,76993.758,0,412.445,2376.305,0,0,0,0,0,29.598,0.016,0,0,0,0,0,0,181.664,0.099,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1914,1843131589,0.147,0,3168.341,-324.07,-9.28,1.719,0,0,2950.129,1.601,0,0,0,1.075,82973.344,79943.891,0,442.582,2561.96,0,0,0,0,0,30.136,0.016,0,0,0,0,0,0,185.655,0.101,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1915,1855949027,0.16,0,3125.089,-43.253,-1.37,1.684,0,0,2893.484,1.559,0,0,0,1.235,86098.438,82837.375,0,474.447,2759.118,0,0,0,0,0,31.866,0.017,0,0,0,0,0,0,197.158,0.106,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1916,1868851504,0.181,0,3373.154,248.066,7.94,1.805,0,0,3117.193,1.668,0,0,0,1.417,89471.594,85954.57,0,512.824,2973.807,0,0,0,0,0,38.377,0.021,0,0,0,0,0,0,214.689,0.115,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1917,1881853176,0.148,0,3527.726,154.572,4.58,1.875,0,0,3245.711,1.725,0,0,0,1.565,92999.312,89200.281,0,553.333,3212.67,0,0,0,0,0,40.509,0.022,0,0,0,0,0,0,238.863,0.127,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1918,1895037042,0.12,0,3479.186,-48.54,-1.38,1.836,0,0,3195.795,1.686,0,0,0,1.684,96478.5,92396.07,0,589.852,3457.295,0,0,0,0,0,36.519,0.019,0,0,0,0,0,0,244.625,0.129,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1919,1909044309,0.125,0,3014.874,-464.311,-13.35,1.579,0,0,2701.63,1.415,0,0,0,1.809,99493.375,95097.703,0,627.8,3730.266,0,0,0,0,0,37.948,0.02,0,0,0,0,0,0,272.971,0.143,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1920,1926217432,0.149,0,3507.598,492.723,16.34,1.821,0.812,0,3112.456,1.616,0,0,0,1.958,103000.977,98210.164,0,669.486,4081.227,0,0,0,0,0,41.685,0.022,0,0,0,0,0,0,350.961,0.182,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1921,1939587826,0.13,0,3076.038,-431.559,-12.3,1.586,0,0,2654.96,1.369,0,0,0,2.087,106077.008,100865.125,0,704.478,4465.496,0,0,0,0,0,34.992,0.018,0,0,0,0,0,0,384.269,0.198,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1922,1955971631,0.193,0,3226.445,150.407,4.89,1.65,0,0,2757.367,1.41,0,0,0,2.28,109303.453,103622.484,0,744.585,4891.854,0,0,0,0,0,40.107,0.021,0,0,0,0,0,0,426.358,0.218,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1923,1973057174,0.208,0,3661.081,434.636,13.47,1.855,0,0,3132.093,1.587,0,0,0,2.488,112964.531,106754.578,0,797.111,5365.395,0,0,0,0,0,52.526,0.027,0,0,0,0,0,0,473.54,0.24,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1924,1990416385,0.216,0,3672.399,11.319,0.31,1.845,0,0,3138.926,1.577,0,0,0,2.704,116636.938,109893.5,0,856.818,5836.23,0,0,0,0,0,59.708,0.03,0,0,0,0,0,0,470.836,0.237,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1925,2008052088,14.341,0.007,3712.868,40.468,1.1,1.849,0,0,3138.719,1.563,0,0,0,17.045,120349.805,113032.227,0,920.738,6329.037,0,0,0,0,0,63.92,0.032,0,0,0,0,0,0,492.807,0.245,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1926,2025945381,14.651,0.007,3645.19,-67.677,-1.82,1.799,0,0,3067.699,1.514,0,0,0,31.696,123994.984,116099.922,0,989.881,6819.728,0,0,0,0,0,69.142,0.034,0,0,0,0,0,0,490.69,0.242,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1927,2044097070,15.355,0.007,3981.433,336.243,9.22,1.948,0,0,3349.259,1.638,0,0,0,47.052,127976.422,119449.18,0,1065.895,7357.598,0,0,0,0,0,76.014,0.037,0,0,0,0,0,0,537.87,0.263,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1928,2062543972,35.521,0.017,3962.552,-18.88,-0.47,1.921,0,0,3291.869,1.596,0,0,0,82.573,131938.969,122741.047,0,1148.516,7907.205,0,0,0,0,0,82.621,0.04,0,0,0,0,0,0,549.607,0.266,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1929,2081683468,36.78,0.018,4255.151,292.598,7.38,2.044,0,0,3509.776,1.686,0,0,0,119.354,136194.125,126250.828,0,1251.407,8510.047,0,0,0,0,0,102.891,0.049,0,0,0,0,0,0,602.843,0.29,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1930,2104067387,35.473,0.017,3923.058,-332.092,-7.8,1.865,0,0,3202.446,1.522,0,0,0,154.827,140117.188,129453.266,0,1355.627,9088.692,0,0,0,0,0,104.22,0.049,0,0,0,0,0,0,578.645,0.275,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1931,2122176586,30.865,0.014,3505.272,-417.786,-10.65,1.652,0,0,2818.889,1.328,0,0,0,185.691,143622.453,132272.156,0,1448.508,9649.497,0,0,0,0,0,92.881,0.044,0,0,0,0,0,0,560.804,0.264,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1932,2143517525,24.68,0.012,3159.133,-346.139,-9.87,1.474,0,0,2508.233,1.17,0,0,0,210.372,146781.578,134780.391,0,1536.718,10186.186,0,0,0,0,0,88.211,0.041,0,0,0,0,0,0,536.689,0.25,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1933,2165540428,23.831,0.011,3326.454,167.32,5.3,1.536,0,0,2623.658,1.212,0,0,0,234.203,150108.047,137404.062,0,1627.626,10772.702,0,0,0,0,0,90.908,0.042,0,0,0,0,0,0,586.516,0.271,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1934,2187836793,28.499,0.013,3617.657,291.204,8.75,1.653,0,0,2865.027,1.309,0,0,0,262.702,153725.703,140269.078,0,1729.564,11393.281,0,0,0,0,0,101.938,0.047,0,0,0,0,0,0,620.58,0.284,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1935,2210412972,32.049,0.014,3796.088,178.431,4.93,1.717,0,0,2981.713,1.349,0,0,0,294.751,157521.781,143250.797,0,1840.923,12062.269,0,0,0,0,0,111.359,0.05,0,0,0,0,0,0,668.987,0.303,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1936,2233367401,38.701,0.017,4170.574,374.485,9.87,1.867,0,0,3274.493,1.466,0,0,0,333.453,161692.375,146525.297,0,1966.437,12791.64,0,0,0,0,0,125.514,0.056,0,0,0,0,0,0,729.372,0.327,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1937,2256671866,40.766,0.018,4458.901,288.328,6.91,1.976,0,0,3453.106,1.53,0,0,0,374.218,166151.281,149978.391,0,2106.995,13613.398,0,0,0,0,0,140.558,0.062,0,0,0,0,0,0,821.758,0.364,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1938,2280342907,38.494,0.017,4195.243,-263.659,-5.91,1.84,0,0,3221.828,1.413,0,0,0,412.712,170346.516,153200.219,0,2242.471,14410.643,0,0,0,0,0,135.477,0.059,0,0,0,0,0,0,797.244,0.35,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1939,2303096438,35.62,0.015,4438.144,242.901,5.79,1.927,0,0,3427.851,1.488,0,0,0,448.332,174784.656,156628.078,0,2383.783,15241.144,0,0,0,0,0,141.311,0.061,0,0,0,0,0,0,830.501,0.361,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1940,2327357744,31.36,0.014,4849.927,411.783,9.28,2.084,0.694,0,3789.036,1.628,0,0,0,479.692,179634.578,160417.109,0,2537.277,16113.952,0,0,0,0,0,153.494,0.066,0,0,0,0,0,0,872.809,0.375,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1941,2344788534,43.204,0.018,4959.186,109.26,2.25,2.115,0,0,3877.511,1.654,0,0,0,522.896,184593.766,164294.625,0,2690.74,16994.926,0,0,0,0,0,153.463,0.065,0,0,0,0,0,0,880.974,0.376,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1942,2363887111,38.277,0.016,4939.725,-19.461,-0.39,2.09,0,0,3895.616,1.648,0,0,0,561.173,189533.484,168190.234,0,2856.789,17830.674,0,0,0,0,0,166.049,0.07,0,0,0,0,0,0,835.748,0.354,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1943,2381758939,34.736,0.015,5023.25,83.526,1.69,2.109,0,0,3913.209,1.643,0,0,0,595.909,194556.734,172103.453,0,3039.689,18718.752,0,0,0,0,0,182.9,0.077,0,0,0,0,0,0,888.078,0.373,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1944,2399659920,22.615,0.009,5105.437,82.186,1.64,2.128,0,0,3862.619,1.61,0,0,0,618.523,199662.172,175966.062,0,3237.29,19737.027,0,0,0,0,0,197.601,0.082,0,0,0,0,0,0,1018.275,0.424,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1945,2417413700,22.935,0.009,4244.738,-860.699,-16.86,1.756,0,0,2992.539,1.238,0,0,0,641.458,203906.922,178958.594,0,3453.969,20745.65,0,0,0,0,0,216.68,0.09,0,0,0,0,0,0,1008.624,0.417,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1946,2435048602,36.24,0.015,4633.477,388.739,9.16,1.903,0,0,3229.253,1.326,0,0,0,677.698,208540.406,182187.844,0,3677.783,21885.859,0,0,0,0,0,223.814,0.092,0,0,0,0,0,0,1140.209,0.468,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1947,2454045831,43.09,0.018,5130.186,496.708,10.72,2.091,0,0,3613,1.472,0,0,0,720.788,213670.578,185800.844,0,3925.648,23107.543,0,0,0,0,0,247.864,0.101,0,0,0,0,0,0,1221.684,0.498,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1948,2474648090,51.571,0.021,5401.115,270.93,5.28,2.183,0,0,3724.614,1.505,0,0,0,772.359,219071.688,189525.469,0,4205.743,24447.537,0,0,0,0,0,280.095,0.113,0,0,0,0,0,0,1339.994,0.541,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1949,2500821769,58.148,0.023,5243.103,-158.013,-2.93,2.097,0,0,3543.269,1.417,0,0,0,830.507,224314.797,193068.75,0,4506.168,25784.617,0,0,0,0,0,300.425,0.12,0,0,0,0,0,0,1337.08,0.535,0,0,0,100,100,100,100,100,100,0,100,100,0,0,100,100,0,0,0,0,0
World,1950,2536603780,66.855,0.026,6003.238,760.135,14.5,2.367,0.714,0,3855.859,1.52,0,0,0,897.362,230318.031,196924.594,73.624,4859.289,27433.408,0,0,0,73.624,0.029,353.121,0.139,0,0,0,0,0,0,1648.791,0.65,0,0,0,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,0,0,0
World,1951,2584032171,75.704,0.029,6379.756,376.518,6.27,2.469,0,0,4059.652,1.571,0,0,0,973.066,236697.797,200984.25,153.5,5275.437,29176.283,0,0,0,79.875,0.031,416.148,0.161,0,0,0,0,0,0,1742.875,0.674,0,0,0,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,0,0,0
World,1952,2630859592,80.704,0.031,6465.694,85.938,1.35,2.458,0,0,4008.654,1.524,0,0,0,1053.769,243163.484,204992.906,238.863,5722.481,31014.859,0,0,0,85.364,0.032,447.044,0.17,0,0,0,0,0,0,1838.574,0.699,0,0,0,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,0,0,0
World,1953,2677606905,89.483,0.033,6647.728,182.034,2.82,2.483,0,0,4043.289,1.51,0,0,0,1143.252,249811.203,209036.203,320.212,6196.963,32967.531,0,0,0,81.348,0.03,474.482,0.177,0,0,0,0,0,0,1952.672,0.729,0,0,0,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,0,0,0
World,1954,2724844489,97.083,0.036,6789.937,142.209,2.14,2.492,0,0,4039.06,1.482,0,0,0,1240.335,256601.141,213075.25,397.824,6698.263,35036.688,0,0,0,77.612,0.029,501.3,0.184,0,0,0,0,0,0,2069.16,0.759,0,0,0,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,0,0,0
World,1955,2773017680,107.402,0.039,7443.207,653.271,9.62,2.684,0,0,4372.277,1.577,0,0,0,1347.737,264044.375,217447.531,494.659,7245.436,37349.242,0,0,0,96.836,0.035,547.173,0.197,0,0,0,0,0,0,2312.551,0.834,0,0,0,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,0,0,0
World,1956,2822441007,116.45,0.041,7924.21,481.003,6.46,2.808,0,0,4596.625,1.629,0,0,0,1464.187,271968.562,222044.156,602.833,7832.585,39858.012,0,0,0,108.174,0.038,587.15,0.208,0,0,0,0,0,0,2508.771,0.889,0,0,0,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,0,0,0
World,1957,2873303791,122.444,0.043,8185.524,261.313,3.3,2.849,0,0,4681.301,1.629,0,0,0,1586.631,280154.094,226725.469,709.219,8479.144,42480.027,0,0,0,106.386,0.037,646.558,0.225,0,0,0,0,0,0,2622.014,0.913,0,0,0,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,0,0,0
World,1958,2925684343,129.605,0.044,8417.6,232.076,2.84,2.877,0,0,4753.929,1.625,0,0,0,1716.236,288571.688,231479.375,804.333,9184.831,45207.125,0,0,0,95.115,0.032,705.688,0.241,0,0,0,0,0,0,2727.102,0.932,0,0,0,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,0,0,0
World,1959,2979573835,145.151,0.049,8856.188,438.589,5.21,2.972,0,0,4947.613,1.661,8856.188,2.972,0,1861.386,297427.906,236427,896.027,9942.902,48112.5,0,0,0,91.694,0.031,758.071,0.254,0,0,0,0,0,0,2905.371,0.975,0,0,0,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,0,0,0
World,1960,3035157869,157.316,0.052,9386.934,530.745,5.99,3.093,0.709,0,5151.701,1.697,9386.934,3.093,0.709,2018.702,306814.812,241578.703,985.167,10777.243,51239.43,0,0,0,89.14,0.029,834.34,0.275,0,0,0,0,0,0,3126.929,1.03,0,0,0,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,0,0,0
World,1961,3091841164,164.074,0.053,9417.463,30.529,0.33,3.046,0,0,4942.321,1.599,9417.463,3.046,0,2182.776,316232.281,246521.016,1071.386,11659.037,54553.266,0,0,0,86.219,0.028,881.794,0.285,0,0,0,0,0,0,3313.835,1.072,0,0,0,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,0,0,0
